"ID","Started on","Last updated on","Status","Collector","Language","IP address","Device","{_bhlid}","{trk}","Do you work in a safety-critical industry? (Automotive, aerospace, medical, robotics, etc)","What industry do you work in?","Automotive","Aerospace","Medical","Industrial","Robotics","Defense","Nuclear","Rail","Other","What is the size of the company that you work for?","Approximately how many people actively write Rust at your company?","What is your primary role or responsibility related to software development or safety within your organization?","Software Engineer","Safety Engineer","Quality Assurance Engineer","Cybersecurity Engineer","DevOps/Tooling Engineer","Project Manager","R&D Engineer","Engineering Management","Startup Owner/Founder","C-suite (CEO, CTO, etc)","Other","Can you elaborate on your role?","What language(s) do you use in your safety critical role?","Rust","C","C++","Ada/Spark","Python","Other","Do you currently use Rust?","Yes, in my safety critical role","Yes, in non-safety critical production","Yes, as a hobby/in my free time","No","Would you be interested in using Rust in your safety-critical role?","What were your/your company's primary reasons to switch to Rust?","Memory safety","Speed/performance","Tooling (cargo, crates.io, clippy, etc)","Language features (type system, matching, zero cost abstractions, etc)","Specific library/crate/framework","Hiring advantages (interest in Rust/quality of Rust engineers)","Regulatory requirement","Cybersecurity advantages","Other","What are some of the advantages to Rust in your role?","What are the primary blockers or disadvantages to using Rust in your safety critical role?","Lack of tooling","Standards","Hiring engineers","Hardware support","Ecosystem (libraries, drivers, etc)","Lack of qualified tooling","Regulatory hurdles","Legacy codebase","Training","Other","How do you or would you be interested in using Rust in your safety-critical role?","Starting a new project in Rust","Rewriting an existing project in Rust","Integrating Rust with an existing codebase","Integrating Rust components into an existing system","Using C/C++ Interoperability Layer","Other","What are the primary disadvantages to using Rust in your safety-critical role?","Doesn't offer any/enough advantage over existing languages","Too difficult to learn","Doesn't support my hardware target(s)","Not certifiable","Not enough hirable Rust engineers","Doesn't integrate with existing codebase","Doesn't integrate with existing process/tooling/build system","Software supply chain concern (open-source)","Don't know enough about it","Other","Can you elaborate on the downsides to Rust for your role?","What types of safety critical code tools does your work require?","Certified compiler","Formal verification","Code coverage analysis","Code-requirements traceability","Static analysis","Source code metrics (cyclomatic complexity, lines of code, etc)","Linting tools (naming contenvtions, style guides, etc)","Automated testing (fuzz, prop-based, etc)","Post compilation analysis (worst case execution time, stack size, etc)","Other","Are there ""best-in-class"" libraries or solutions in another language which have features lacking within the Rust ecosystem for your use cases?","Are there any libraries that are not written in Rust that you would like to use in the Rust ecosystem?","Are there any crates in the Rust ecosystem that you would use in safety-critical software if it were certified?","What standard(s) do you work with in your safety critical work?","ISO-26262","DO-178","IEC-61508","IEC-62304","Other","What levels of ISO-26262 do you work with?","QM","ASIL-A","ASIL-B","ASIL-C","ASIL-D","What levels of IEC-61508 do you work with?","SIL-1","SIL-2","SIL-3","SIL-4","What levels of DO-178 do you work with?","DAL A","DAL B","DAL C","DAL D","DAL E","What levels of IEC-62304 do you work with?","Class A","Class B","Class C","What coding guidelines do you work with in your safety critical work?","MISRA (C)","AEC","AUTOSAR (C++)","JSF AV (C++)","CERT (C, C++, Java)","HIC++","CWE","Other","To what environments do you deploy your safety critical code?","Cloud","WebAssembly","Native applications","Embedded Linux","Embedded with a hypervisor (RTOS, event-driven architecture, etc)","Bare metal embedded","Other","What chip architectures do you work with?","ARM Cortex (R or M)","ARM Cortex (A)","Infineon Tricore","x86-x64","PowerPC","Renesas","RISC-V","Other","What kind of support or resources from the Rust community or the Safety-Critical Rust Consortium would be most helpful in enabling Rust adoption in your industry?","What steps would your organization need to take to seriously consider or adopt Rust for safety-critical projects?"
"116095866","04/23/2025 1:24:17 am","04/23/2025 1:35:11 am","Completed","Public Collector","-","-","Mobile","","","Yes","","","x","","","","","","","","250 - 1000","10 - 19","","x","","","x","x","","","","","","","","","x","x","x","","","","","x","","","","Yes, I already am","","x","","","x","","","","x","","","","","x","","","x","","","","x","","","x","","","x","x","","","","","","","","","","","","","","","","","x","x","x","x","","","","","Embedded Template Library (statically allocated standard lib replacement).

Targetable safety standards like MISRA, along with static analyzers that support it.","","Deku, unfortunately it uses alloc under the hood. An equivalent declarative “serialize/deserialize” for arbitrary binary protocols without alloc would make Rust an obvious winner for spaceflight and defense network protocols.","","","","","","NASA Computer Based Control Systems and Class A software standards","","","","","","","","","","","","","","","","","","","","","","","x","","","","x","","","Internal guidelines based on MISRA/cert in c++ land, a less intensive standard based on ANSSI Rust Guidelines for our existing Rust","","","","","x","x","x","","","x","x","","x","","","x","MSP430, SPARC","",""
"116095196","04/23/2025 12:47:21 am","04/23/2025 12:49:53 am","Completed","Public Collector","-","-","Mobile","","","Yes","","","x","","","","","","","","50 - 249","< 10","","x","","","","","","","","","","","","","x","x","","","","","","x","","x","","Yes, I already am","","x","x","x","x","","","","","","","","","x","","x","","x","","","","","","x","","","","","","","","","","","","","","","","","","","","","x","","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","x","","x","","","","x","","","","","x","","",""
"116094651","04/23/2025 12:08:47 am","04/23/2025 12:12:35 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","x","","","","1000 - 10,000","50 - 200","","x","","","x","","","","x","","","","","","x","x","","","","","","","","x","","Yes, but not I'm not yet using it","","x","","","x","","","","x","","","","","","","x","x","","x","x","x","","","x","","x","x","x","","","","","","","","","","","","","","","","x","x","x","x","","x","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","","","","","","","x","","x","LEON","",""
"116092973","04/22/2025 9:50:02 pm","04/22/2025 10:07:29 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","","x","","x","","x","marine","1000 - 10,000","< 10","","x","","","","","","","","","","","","","","x","","","x","","","","","x","","Yes, but not I'm not yet using it","","","","x","x","","","","","","","","x","","","x","x","","","x","x","","","x","","x","x","x","","","","","","","","","","","","","","","x","","","","","","","","","Model based development and code generation tools","Simulink modeling and C code generation","","","","x","","x","","","","x","","x","x","","","","","x","","","","","","","","","","","","","x","","","","","","","","","","","","","x","","","","","","x","","x","","","","Tool chain availability, documentation and support from vendor for aurix tricore, drivers availability, MATLAB simulink support","Training, show evidence of lessening defects, integrate components with existing code base"
"116092877","04/22/2025 9:39:59 pm","04/22/2025 9:40:12 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116092403","04/22/2025 8:53:02 pm","04/22/2025 8:55:45 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","","","x","","","","","1000 - 10,000","10 - 19","","x","","","","","","","","","","","","","","x","x","","x","","","","","","x","Yes, but not I'm not yet using it","","x","x","x","x","x","x","","x","","","","","","","","","x","","","x","","","","x","","","","","","","","","","","","","","","","","","x","","x","","x","x","x","","","","","","","","x","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","x","x","","","","","","","x","","","","","",""
"116092385","04/22/2025 8:51:13 pm","04/22/2025 8:52:51 pm","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","x","","","x","x","","","","","1000 - 10,000","< 10","","x","","","","","","","x","","","","","","","x","x","","","","","","","","x","No, I'm not interested in using Rust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","","x","","","","slow builds","","","x","","x","","x","x","","","","","","","","","x","","","","","","","","x","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","x","x","","","x","x","x","","","x","","","",""
"116090998","04/22/2025 7:11:05 pm","04/22/2025 7:32:16 pm","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","1000 - 10,000","20 - 49","","x","","","","","x","x","x","","","","Unfortunately I cannot elaborate much but myself and small team of  enterprising ""misfits"" have been working closely with NASA and other entities to drive the adoption of Rust within our organization for use in Flight Software (human and other)","","x","x","x","","","","","x","x","","","Yes, but not I'm not yet using it","","x","x","x","x","x","","","x","","","","","x","","x","x","x","","x","","","","x","x","x","x","x","","","","","","","","","","","","","","","x","x","","","","","x","x","x","","visualization, plotting libraries are a weakness in the Rust ecosystem as well as any computer vision libraries (traditional or other)","","opencv-rust
nalgebra is awesome but is it certified??
crossbeam_channels ?
ROS2 - Rust certified?
DDS ?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","x","x","x","","","","","x","x","","x","","x","x","","Any collateral related to safety critical aspects would be hugely helpful at this stage as we are actively trying to put together guidelines.
coding standards, best practices, tools,  ABI stability, language specification ,","We are actively taking steps now but this is new and uncharted territory ... any guidance from similar industries would be most welcome."
"116090667","04/22/2025 6:46:13 pm","04/22/2025 6:52:15 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","","x","x","x","","","","","","< 10","< 10","","x","","","","","","","","","","","Principal software engineer responsible for all parts of the software development lifecycle process.","","","x","","","","","","","","","x","Yes, but not I'm not yet using it","","x","x","x","x","x","","x","x","","","","x","x","","x","x","x","","x","","","","x","","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","","x","","","","","","","x","","x","","","","","","","","","","","","","","x","x","","","","","x","x","x","","x","","","","x","","x","","","","","","","x","x","","","x","x","","","","x","","","BSP support for bare metal.","Prototype on a small scale project start to finish."
"116089963","04/22/2025 6:06:25 pm","04/22/2025 6:06:37 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116089894","04/22/2025 6:02:02 pm","04/22/2025 6:26:40 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","","","x","x","","","","250 - 1000","< 10","","x","","","","","","","","","","","","","x","x","x","","","","","","x","","","Yes, but not I'm not yet using it","","x","","x","x","","","","","","Type safety, Clippy, borrow checker","","","","x","x","x","","","x","x","","","x","x","","","x","","","","","","","","","","","","","","","","","","x","x","","x","x","x","","","ROS2 - there are partial rust versions and some require linking against c++ version","Tokio, Prost, Zenoh","","x","","","","","","","x","x","x","x","","","","","","","","","","","","","","","","","x","","x","","","","","","","","","x","","","x","","","x","","","x","","","","","","Would need to hire more experience Rust engineers and existing engineers need to learn Rust"
"116089879","04/22/2025 6:01:13 pm","04/22/2025 6:08:38 pm","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","","","x","","","","","","","250 - 1000","10 - 19","","x","","","x","x","","x","","","","","","","","x","x","","","","","","x","","","Yes, but not I'm not yet using it","","x","","x","x","","","","x","","","","x","","x","","","","","","","current team does not know rust","","x","","x","x","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","x","x","x","","x","","","","x","","x","","","x","","x","x","","x","","","x","x","","x","","","","","dynamic + static analysis",""
"116089253","04/22/2025 5:31:04 pm","04/22/2025 5:32:14 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","> 10,000","< 10","","x","","","","","","","","","","","","","","x","","","","","","","","","x","Not Sure Yet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116088336","04/22/2025 5:01:57 pm","04/22/2025 5:02:16 pm","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","50 - 249","< 10","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116088078","04/22/2025 4:57:09 pm","04/22/2025 5:01:35 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","","x","","","","","","","","1000 - 10,000","< 10","","","","x","","","","","","","","","","","","x","","x","","","","","","","x","Not Sure Yet","","","","","","","","","x","","","","","x","","","","x","x","","","","","","","x","","","","","","","","","","","","","","","","","","","x","x","x","","","","x","","","","","","","x","","","","","","","","","","","","","","","","x","","x","","","","","","","","x","","","","","","","","","","","","","x","","","","","","x","x","x","","","","",""
"116087985","04/22/2025 4:53:36 pm","04/22/2025 4:56:21 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","> 10,000","< 10","","x","","","","x","","x","","","","","","","","x","","","","","","","","x","","Yes, but not I'm not yet using it","","x","x","x","x","","","","","","","","","","","x","","","","x","","","","","","x","","","","","","","","","","","","","","","","","x","x","x","x","x","","","","x","","","","","","x","","","","","","","","x","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","x","","","","","","",""
"116087907","04/22/2025 4:50:10 pm","04/22/2025 4:50:44 pm","Started, but not completed yet","Public Collector","-","-","Desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116087893","04/22/2025 4:49:42 pm","04/22/2025 5:01:32 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","","x","","","x","x","","","","10 - 49","< 10","","x","","","","","","x","","","","","","","","x","x","","","","","","","x","","Yes, but not I'm not yet using it","","x","","x","x","","","","","","","","","","x","","","","","","","","","x","","x","","","","","","","","","","","","","","","","","x","x","x","","x","","","","","","","","","","","x","","","","","","","","","","","","","","","","x","x","x","x","x","","","","","","x","","","","","","","","","","","","x","x","x","","","x","x","","","","","x","","",""
"116087567","04/22/2025 4:37:33 pm","04/22/2025 4:40:54 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","","","","","x","","","","","1000 - 10,000","< 10","","x","x","","","","","","","","","","","","","x","","","","","","","","x","","Yes, but not I'm not yet using it","","x","","","","","","","","","","","x","","","x","x","","","x","","","","x","","x","x","x","","","","","","","","","","","","","","","x","","x","x","x","x","x","x","x","","","","","","","","x","","ISO13849","","","","","","","","","x","","","","","","","","","","","","","","x","","","","x","","x","","","","","","x","x","x","","","x","","","x","x","","","","",""
"116087433","04/22/2025 4:33:50 pm","04/22/2025 5:07:07 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","","x","","","x","x","","","","1000 - 10,000","10 - 19","","x","","","","","","x","","","","","Integration and bugfix of sensor and parts in the production and new models.","","","x","","","","","","","","x","","Yes, but not I'm not yet using it","","x","x","x","x","","","","","","In my specific role of baremetal embedded, toolings and languages did not evolve since pretty much C.  
Is not uncommon to see company without proper automated testing, pipelines, often because proprietary build system/compiler incompatible. 
Much more powerful macro system","","","","","x","","","","x","x","momentum","","x","","x","x","x","","","","","","","","","","","","","","","","","x","","","","","x","x","","","","No certification needed, but ST's HAL and embassy-rs or rtic are all we would need.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","x","","x","","","x","x","","","","","","","Frictionless C/C++ developer training, possibly pool of good developer, maybe trough certification","We would need a ""proved good"" engineer for training of initial teams and setup of tooling according to"
"116087173","04/22/2025 4:28:36 pm","05/04/2025 1:06:47 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","","","","","","","","marketing","10 - 49","< 10","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116087124","04/22/2025 4:26:33 pm","04/22/2025 4:54:25 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","","","","x","","","","","","> 10,000","10 - 19","","x","","","","","","","","","","","Part Embedded & Part General SWE work","","","x","x","","","","","","","","x","Yes, but not I'm not yet using it","","","","","","","","","","The company had no interest in Rust, some engineers just started using it (without asking) for non-approval relevant SW because they liked it","- relatively hassle free compared to C++ projects","","","","x","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","x","x","x","","x","","","","","","","","","","","","EN 60079-29-1","","","","","","","","","","","","","","","","","","","","","","","x","","x","","","","","","","","","","","x","x","","","x","","","","","","","","- good RTOS options (including tooling and board abstractions) like Zephyr for embedded C/C++ applications
- knowledge of approval agencies accepting it's use","- widespread ability of engineers to hit feature goals with rust
- successful smaller projects with Rust (to convince remaining sceptics)
- Hiring: availability of experienced Rust devs for embedded is basically 0 (Northern Germany)
- knowledge of approval agencies accepting Rust usage"
"116086449","04/22/2025 4:09:15 pm","04/22/2025 4:20:10 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","","x","","","","x","","","","50 - 249","20 - 49","","x","","","","","","","","","","","I am a principal software engineer working on embedded DO178C projects.","","","x","","","x","","","","","x","","Yes, but not I'm not yet using it","","x","","","","","x","","","","The way rust handles enums is very interesting. It pushes you to define all possible values, and then ensures that you handle all the values. I've seen this make engineers really consider how their software will handle failure conditions/states.","","x","x","","","x","x","","","","debugging rust on an embedded platform is challenging","","x","","x","","","","","","","","","","","","","","","","","","","x","x","x","x","x","","x","","","","","","","x","","","","","","","","","","","","","","","","x","x","","","","","","","","","x","","","","","","","","","","","","x","","x","","","x","","","","","","x","","Having a set of crates that will always work together would be ideal. We have seen issues where a crate that is a dependency of another crate has updated and broken our build pipeline. Ideally I'd want to know what has changed within the crates that we are including in a project, and I'd want to be able to control when they change.","I think in general there needs to be better tooling to prove that rust code is safe. Currently we can easily prove memory safety but that is only part of the overall problem.

I'm sure that there are undefined behaviours within rust and ideally there would be tools that could detect code that contains undefined behaviour."
"116086311","04/22/2025 4:05:04 pm","04/22/2025 4:16:04 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","feed_main-feed-card_feed-article-content","Yes","","x","x","x","x","","","","","","10 - 49","< 10","","x","","","","","","","","","","","","","","x","x","","","","","","","x","","Yes, but not I'm not yet using it","","x","","","x","","","","","","","","x","","","","","x","x","x","","","","x","","x","x","x","","","","","","","","","","","","","","","x","","x","x","x","x","x","","x","","","","serde, cbor, log, smol,","","","x","x","","","","","","","","","","x","x","x","","","x","","","","","","","","","","x","","x","","","","","","","","","","","x","x","","","x","x","x","","x","","","","press release/article about a successful project of a certified software component, that shows using rust is a viable option","buy in from upper management, a proven in use set of tools, coding standards, ... that the approval body accepts"
"116086252","04/22/2025 4:03:11 pm","04/22/2025 4:06:09 pm","Completed","Public Collector","-","-","Desktop","","","Yes","","","","x","","","","","","","< 10","< 10","","x","","","","","","","","x","","","","","","","","","","Object Pascal","","","","","x","Yes, but not I'm not yet using it","","x","x","x","","","","","x","","","","","","","","","","","x","","","","x","x","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","x","x","x","","","","","","","","","x","","","","","",""
"116085696","04/22/2025 3:49:10 pm","04/22/2025 4:13:30 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","> 10,000","< 10","","x","","","","","","x","","","","","I'm a software engineer for 3d graphics in parking systems using primarily C++ with OpenGLES. I'm involved in training teams and an advocate for using Rust. However, it's not used yet.","","","","x","","","","","","","x","","Yes, but not I'm not yet using it","","x","","x","","","","","","Productivity","Rust is designed for safety, and thus requires less external tooling like MISRA checkers. Tooling is excellent, especially clippy, but also cargo and semver checking.","","","","","","","x","x","","","","","","","x","","x","","","","","","","","","","","","","","","","","x","x","x","x","","x","","","","OpenGLES","num-quaternion","","x","","","","","","x","","","","","","","","","","","","","","","","","","","","","x","","x","","x","","","MISRA C++ 2023","","","","x","","x","","","","","x","","x","","","","","Help to reduce the amount of paper work that needs to be done to justify that Rust can be used for an automotive project. Maybe some publicly available document or knowledge base which helps to get started with Rust. As a software engineer (with some limited knowledge about safety standards and the qualification processes) it would be good to have some kind of instructions or checklist, etc. on how to get Rust into a safety critical application.","Management awareness about the benefits of using Rust."
"116085123","04/22/2025 3:34:32 pm","05/03/2025 5:26:16 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116084826","04/22/2025 3:27:02 pm","04/22/2025 3:37:11 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","","","x","","","","","< 10","< 10","","x","","","","","","","","","","","Writing driver assistance software","","","","x","x","","","","","","x","","Yes, but not I'm not yet using it","","x","","x","","","","","","","","","","x","","x","","x","","x","","","","","","x","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","","","","","","x","","","","","","x","x","x","x","x","","","","","","","","","","","","","","","","","x","","x","","","","x","","","","","","","x","","","","","x","","x","","","","","",""
"116084577","04/22/2025 3:20:21 pm","04/22/2025 3:22:56 pm","Started, but not completed yet","Public Collector","-","-","Desktop","","","No","","","","","","","","","","Advertising","10 - 49","< 10","","x","","","","","","","","","","","","","","","","","x","","","","","x","","Not Sure Yet","","x","x","","","","","","","","","","","","","","","","","","x","","","x","x","x","x","","","","","","","","","","","","","","","","","","","","","x","x","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116081834","04/22/2025 2:12:49 pm","04/22/2025 2:17:37 pm","Completed","Public Collector","-","-","Desktop","","","No","","x","x","x","","","x","x","","","50 - 249","< 10","","x","","","x","","","x","","x","","","","","x","x","x","","x","","","","","","x","Yes, I already am","","x","x","x","","","","","x","","","","","x","","x","","x","x","x","","","","x","","x","","","","","","","","","","","","","","","","","x","x","x","","x","","x","x","","","","","Cryptographic implementations","","","x","","","","","","","","","","","","","","","","","","","","x","","","","","","x","","","","x","","","","","","","","x","x","x","","","x","","","x","","","x","","Stable ABI","Integration with ARM CC compiler"
"116081819","04/22/2025 2:12:06 pm","04/22/2025 2:15:25 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","","","","","","","","","Sports","250 - 1000","< 10","","x","","","","","","","","","","","","","x","x","x","","x","","","x","x","x","","Yes, I already am","","x","x","x","x","","","","x","","","","","","x","x","x","","","x","","","","x","x","x","","x","","","","","","","","","","","","","","","","","x","","x","","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","x","","","","","","","","x","","x","","","x","x","","x","","","","","",""
"116081301","04/22/2025 1:58:05 pm","04/22/2025 1:58:20 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116081242","04/22/2025 1:56:09 pm","04/22/2025 1:57:11 pm","Started, but not completed yet","Public Collector","-","-","Desktop","","","No","","","","","","","","","","Business and Finance","1000 - 10,000","> 200
","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116080964","04/22/2025 1:48:38 pm","04/22/2025 1:56:38 pm","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","x","","","","> 10,000","< 10","","x","","","","","","","","","","","Safety Critical Software Specialist","","","","x","x","","","","","","x","","Yes, but not I'm not yet using it","","","","","","","x","","","","","","x","x","","","","x","","","","","","x","","x","x","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","","x","","","","","","","x","","","","","","","","","","","","","","","","x","x","x","","","","","","","","","","","x","","","","In house SPARK Ada coding Standards","","","","","","","x","DAL A embedded commercial of the shelf operating systems","","x","","","x","x","","x","","create of a high integrity development standard","perform comparison against SPARK Ada and supporting tools"
"116080879","04/22/2025 1:45:58 pm","04/22/2025 2:03:13 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","> 10,000","< 10","","x","x","","","","","","","","","","","","","x","x","","x","","","","","x","","Yes, but not I'm not yet using it","","x","x","","x","","","","","","","","x","x","x","","x","","","","","","","x","","","x","","","","","","","","","","","","","","","","x","","x","","x","x","x","","","","","","","","x","","","","","","x","x","x","x","","","","","","","","","","","","","","","","","","x","","x","","x","","","","","","","","","x","x","","","x","","x","","x","x","","","",""
"116080844","04/22/2025 1:45:05 pm","04/22/2025 1:46:59 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","","","x","","","","","","250 - 1000","< 10","","x","","","","","","x","","","","","","","x","","","","","","","x","","","","Yes, I already am","","x","x","x","x","","","","x","","","","","","","","","","","","","","","x","x","x","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116080596","04/22/2025 1:38:35 pm","04/22/2025 1:39:03 pm","Started, but not completed yet","Public Collector","-","-","Desktop","","","No","","x","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116080580","04/22/2025 1:38:13 pm","04/22/2025 1:39:37 pm","Started, but not completed yet","Public Collector","-","-","Desktop","","","No","","x","","","","","","","","","10 - 49","> 200
","","","","","","","x","","","","","","","","x","","","","","","","","","x","","Yes, I already am","","","","x","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","x","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","",""
"116080565","04/22/2025 1:37:43 pm","04/22/2025 1:51:14 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","","","","x","","","","","","50 - 249","< 10","","","x","","","","","","","","","","Functional safety engineer TUV certificate 10 years, process safety and machinery safety. Currently looking at formal safety for collision system in an iron ore stockyard. Last big project pyromet burner management systems for Albemarle lithium hydroxide plant.","","","","","","","Iec 61131 plc languages","","","","","x","Not Sure Yet","","","","","","","","","","Did not","","","","","","","","","","","","Owners want to draw down on standard plc languages and programmers , eg chevron, bhp, woodside, etc are not interested in owning anything not standard industrial control gear","","","","","","","Client asks or a specific need emerged","","","","","","","","","","","","","","","","","","","","","","","It depends on the required sil level, as per techniques and measures in 61508","No","No","Only if the client requested such a path","","","","x","","61511 and 62061","","","","","","","","x","x","x","","","","","","","","","","","","","","","","","","","","Iec 61131","","","","","","","","Industrial logic controllers, eg hima. Siemens etc","","","","","","","","","It is abstracted from me, certification (eg by exida or tuv) is most important","Convince clients/owners","Significant restructure.

I don't think you guys understand functional safety, code is like 5-10% of the exercise, when done well, it is way more about hazard and risk, specifying requirements etc etc - rust or some formal methods language or whatever is no silver bullet. 95% of the problem is dredging out the actual problem and requirements from owners who think they know but are clueless. Tbh, I'd rather use a selected subset of misra c due to the extensive prior use in automotive, but I can't see hydrocarbons and mining clients going for any of it in the foreseeable future."
